date,country,Confirmed,Deaths,Recovered
2020-01-28,Sri Lanka,1.0,0.0,0.0
2020-01-28,Taiwan,8.0,0.0,0.0
2020-01-28,Thailand,14.0,0.0,5.0
2020-01-28,US,5.0,0.0,0.0
2020-01-28,Vietnam,2.0,0.0,0.0
2020-01-29,Australia,5.0,0.0,0.0
2020-01-29,Cambodia,1.0,0.0,0.0
2020-01-29,Canada,2.0,0.0,0.0
2020-01-29,Finland,1.0,0.0,0.0
2020-01-29,France,5.0,0.0,0.0
2020-01-29,Germany,4.0,0.0,0.0
2020-01-29,Hong Kong,10.0,0.0,0.0
2020-01-29,Japan,7.0,0.0,1.0
2020-01-29,Macau,7.0,0.0,0.0
2020-01-29,Mainland China,6070.0,133.0,120.0
2020-01-29,Malaysia,7.0,0.0,0.0
2020-01-29,Nepal,1.0,0.0,0.0
2020-01-29,Singapore,7.0,0.0,0.0
2020-01-29,South Korea,4.0,0.0,0.0
2020-01-29,Sri Lanka,1.0,0.0,0.0
2020-01-29,Taiwan,8.0,0.0,0.0
2020-01-29,Thailand,14.0,0.0,5.0
2020-01-29,US,5.0,0.0,0.0
2020-01-29,United Arab Emirates,4.0,0.0,0.0
2020-01-29,Vietnam,2.0,0.0,0.0
2020-01-30,Australia,9.0,0.0,2.0
2020-01-30,Cambodia,1.0,0.0,0.0
2020-01-30,Canada,3.0,0.0,0.0
2020-01-30,Finland,1.0,0.0,0.0
2020-01-30,France,5.0,0.0,0.0
2020-01-30,Germany,4.0,0.0,0.0
2020-01-30,Hong Kong,10.0,0.0,0.0
2020-01-30,India,1.0,0.0,0.0
2020-01-30,Japan,11.0,0.0,1.0
2020-01-30,Macau,7.0,0.0,0.0
2020-01-30,Mainland China,8124.0,171.0,135.0
2020-01-30,Malaysia,8.0,0.0,0.0
2020-01-30,Nepal,1.0,0.0,0.0
2020-01-30,Philippines,1.0,0.0,0.0
2020-01-30,Singapore,10.0,0.0,0.0
2020-01-30,South Korea,4.0,0.0,0.0
2020-01-30,Sri Lanka,1.0,0.0,0.0
2020-01-30,Taiwan,9.0,0.0,0.0
2020-01-30,Thailand,14.0,0.0,5.0
2020-01-30,US,5.0,0.0,0.0
2020-01-30,United Arab Emirates,4.0,0.0,0.0
2020-01-30,Vietnam,2.0,0.0,0.0
2020-01-31,Australia,9.0,0.0,2.0
2020-01-31,Cambodia,1.0,0.0,0.0
2020-01-31,Canada,3.0,0.0,0.0
2020-01-31,Finland,1.0,0.0,0.0
2020-01-31,France,5.0,0.0,0.0
2020-01-31,Germany,5.0,0.0,0.0
2020-01-31,Hong Kong,12.0,0.0,0.0
2020-01-31,India,1.0,0.0,0.0
2020-01-31,Italy,2.0,0.0,0.0
2020-01-31,Japan,15.0,0.0,1.0
2020-01-31,Macau,7.0,0.0,0.0
2020-01-31,Mainland China,9783.0,213.0,214.0
2020-01-31,Malaysia,8.0,0.0,0.0
2020-01-31,Nepal,1.0,0.0,0.0
2020-01-31,Philippines,1.0,0.0,0.0
2020-01-31,Russia,2.0,0.0,0.0
2020-01-31,Singapore,13.0,0.0,0.0
2020-01-31,South Korea,11.0,0.0,0.0
2020-01-31,Sri Lanka,1.0,0.0,0.0
2020-01-31,Sweden,1.0,0.0,0.0
2020-01-31,Taiwan,10.0,0.0,0.0
2020-01-31,Thailand,19.0,0.0,5.0
2020-01-31,UK,2.0,0.0,0.0
2020-01-31,US,6.0,0.0,0.0
2020-01-31,United Arab Emirates,4.0,0.0,0.0
2020-01-31,Vietnam,2.0,0.0,0.0
2020-02-01,Australia,12.0,0.0,2.0
2020-02-01,Cambodia,1.0,0.0,0.0
2020-02-01,Canada,4.0,0.0,0.0
2020-02-01,Finland,1.0,0.0,0.0
2020-02-01,France,6.0,0.0,0.0
2020-02-01,Germany,8.0,0.0,0.0
2020-02-01,Hong Kong,13.0,0.0,0.0
2020-02-01,India,1.0,0.0,0.0
2020-02-01,Italy,2.0,0.0,0.0
2020-02-01,Japan,20.0,0.0,1.0
2020-02-01,Macau,7.0,0.0,0.0
2020-02-01,Mainland China,11871.0,259.0,275.0
2020-02-01,Malaysia,8.0,0.0,0.0
2020-02-01,Nepal,1.0,0.0,0.0
2020-02-01,Philippines,1.0,0.0,0.0
2020-02-01,Russia,2.0,0.0,0.0
2020-02-01,Singapore,16.0,0.0,0.0
2020-02-01,South Korea,12.0,0.0,0.0
2020-02-01,Spain,1.0,0.0,0.0
2020-02-01,Sri Lanka,1.0,0.0,0.0
2020-02-01,Sweden,1.0,0.0,0.0
2020-02-01,Taiwan,10.0,0.0,0.0
2020-02-01,Thailand,19.0,0.0,5.0
2020-02-01,UK,2.0,0.0,0.0
2020-02-01,US,8.0,0.0,0.0
2020-02-01,United Arab Emirates,4.0,0.0,0.0
2020-02-01,Vietnam,6.0,0.0,1.0
2020-02-02,Australia,12.0,0.0,2.0
2020-02-02,Cambodia,1.0,0.0,0.0
2020-02-02,Canada,4.0,0.0,0.0
2020-02-02,Finland,1.0,0.0,0.0
2020-02-02,France,6.0,0.0,0.0
2020-02-02,Germany,10.0,0.0,0.0
2020-02-02,Hong Kong,15.0,0.0,0.0
2020-02-02,India,2.0,0.0,0.0
2020-02-02,Italy,2.0,0.0,0.0
2020-02-02,Japan,20.0,0.0,1.0
2020-02-02,Macau,8.0,0.0,0.0
2020-02-02,Mainland China,16607.0,361.0,463.0
2020-02-02,Malaysia,8.0,0.0,0.0
2020-02-02,Nepal,1.0,0.0,0.0
2020-02-02,Philippines,2.0,1.0,0.0
2020-02-02,Russia,2.0,0.0,0.0
2020-02-02,Singapore,18.0,0.0,0.0
2020-02-02,South Korea,15.0,0.0,0.0
2020-02-02,Spain,1.0,0.0,0.0
2020-02-02,Sri Lanka,1.0,0.0,0.0
2020-02-02,Sweden,1.0,0.0,0.0
2020-02-02,Taiwan,10.0,0.0,0.0
2020-02-02,Thailand,19.0,0.0,5.0
2020-02-02,UK,2.0,0.0,0.0
2020-02-02,US,8.0,0.0,0.0
2020-02-02,United Arab Emirates,5.0,0.0,0.0
2020-02-02,Vietnam,6.0,0.0,1.0
2020-02-03,Australia,12.0,0.0,2.0
2020-02-03,Cambodia,1.0,0.0,0.0
2020-02-03,Canada,4.0,0.0,0.0
2020-02-03,Finland,1.0,0.0,0.0
2020-02-03,France,6.0,0.0,0.0
2020-02-03,Germany,12.0,0.0,0.0
2020-02-03,Hong Kong,15.0,0.0,0.0
2020-02-03,India,3.0,0.0,0.0
2020-02-03,Italy,2.0,0.0,0.0
2020-02-03,Japan,20.0,0.0,1.0
2020-02-03,Macau,8.0,0.0,0.0
2020-02-03,Mainland China,19693.0,425.0,614.0
2020-02-03,Malaysia,8.0,0.0,0.0
2020-02-03,Nepal,1.0,0.0,0.0
2020-02-03,Philippines,2.0,1.0,0.0
2020-02-03,Russia,2.0,0.0,0.0
2020-02-03,Singapore,18.0,0.0,0.0
2020-02-03,South Korea,15.0,0.0,0.0
2020-02-03,Spain,1.0,0.0,0.0
2020-02-03,Sri Lanka,1.0,0.0,0.0
2020-02-03,Sweden,1.0,0.0,0.0
2020-02-03,Taiwan,10.0,0.0,0.0
2020-02-03,Thailand,19.0,0.0,5.0
2020-02-03,UK,2.0,0.0,0.0
2020-02-03,US,11.0,0.0,0.0
2020-02-03,United Arab Emirates,5.0,0.0,0.0
2020-02-03,Vietnam,8.0,0.0,1.0
2020-02-04,Australia,13.0,0.0,2.0
2020-02-04,Belgium,1.0,0.0,0.0
2020-02-04,Cambodia,1.0,0.0,0.0
2020-02-04,Canada,4.0,0.0,0.0
2020-02-04,Finland,1.0,0.0,0.0
2020-02-04,France,6.0,0.0,0.0
2020-02-04,Germany,12.0,0.0,0.0
2020-02-04,Hong Kong,17.0,1.0,0.0
2020-02-04,India,3.0,0.0,0.0
2020-02-04,Italy,2.0,0.0,0.0
2020-02-04,Japan,22.0,0.0,1.0
2020-02-04,Macau,10.0,0.0,0.0
2020-02-04,Mainland China,23680.0,490.0,843.0
2020-02-04,Malaysia,10.0,0.0,0.0
2020-02-04,Nepal,1.0,0.0,0.0
2020-02-04,Philippines,2.0,1.0,0.0
2020-02-04,Russia,2.0,0.0,0.0
2020-02-04,Singapore,24.0,0.0,0.0
2020-02-04,South Korea,16.0,0.0,0.0
2020-02-04,Spain,1.0,0.0,0.0
2020-02-04,Sri Lanka,1.0,0.0,0.0
2020-02-04,Sweden,1.0,0.0,0.0
2020-02-04,Taiwan,11.0,0.0,0.0
2020-02-04,Thailand,25.0,0.0,5.0
2020-02-04,UK,2.0,0.0,0.0
2020-02-04,US,11.0,0.0,0.0
2020-02-04,United Arab Emirates,5.0,0.0,0.0
2020-02-04,Vietnam,8.0,0.0,1.0
2020-02-05,Australia,13.0,0.0,2.0
2020-02-05,Belgium,1.0,0.0,0.0
2020-02-05,Cambodia,1.0,0.0,0.0
2020-02-05,Canada,5.0,0.0,0.0
2020-02-05,Finland,1.0,0.0,0.0
2020-02-05,France,6.0,0.0,0.0
2020-02-05,Germany,12.0,0.0,0.0
2020-02-05,Hong Kong,21.0,1.0,0.0
2020-02-05,India,3.0,0.0,0.0
2020-02-05,Italy,2.0,0.0,0.0
2020-02-05,Japan,22.0,0.0,1.0
2020-02-05,Macau,10.0,0.0,0.0
2020-02-05,Mainland China,27409.0,562.0,1115.0
2020-02-05,Malaysia,12.0,0.0,0.0
2020-02-05,Nepal,1.0,0.0,0.0
2020-02-05,Philippines,2.0,1.0,0.0
2020-02-05,Russia,2.0,0.0,0.0
2020-02-05,Singapore,28.0,0.0,0.0
2020-02-05,South Korea,19.0,0.0,0.0
2020-02-05,Spain,1.0,0.0,0.0
2020-02-05,Sri Lanka,1.0,0.0,0.0
2020-02-05,Sweden,1.0,0.0,0.0
2020-02-05,Taiwan,11.0,0.0,0.0
2020-02-05,Thailand,25.0,0.0,5.0
2020-02-05,UK,2.0,0.0,0.0
2020-02-05,US,12.0,0.0,0.0
2020-02-05,United Arab Emirates,5.0,0.0,0.0
2020-02-05,Vietnam,8.0,0.0,1.0
2020-02-06,Australia,14.0,0.0,2.0
2020-02-06,Belgium,1.0,0.0,0.0
2020-02-06,Cambodia,1.0,0.0,0.0
2020-02-06,Canada,5.0,0.0,0.0
2020-02-06,Finland,1.0,0.0,0.0
2020-02-06,France,6.0,0.0,0.0
2020-02-06,Germany,12.0,0.0,0.0
2020-02-06,Hong Kong,24.0,1.0,0.0
2020-02-06,India,3.0,0.0,0.0
2020-02-06,Italy,2.0,0.0,0.0
2020-02-06,Japan,45.0,0.0,1.0
2020-02-06,Macau,10.0,0.0,1.0
2020-02-06,Mainland China,30553.0,632.0,1476.0
2020-02-06,Malaysia,12.0,0.0,0.0
2020-02-06,Nepal,1.0,0.0,0.0
2020-02-06,Philippines,2.0,1.0,0.0
2020-02-06,Russia,2.0,0.0,0.0
2020-02-06,Singapore,28.0,0.0,0.0
2020-02-06,South Korea,23.0,0.0,0.0
2020-02-06,Spain,1.0,0.0,0.0
2020-02-06,Sri Lanka,1.0,0.0,0.0
2020-02-06,Sweden,1.0,0.0,0.0
2020-02-06,Taiwan,16.0,0.0,1.0
2020-02-06,Thailand,25.0,0.0,5.0
2020-02-06,UK,2.0,0.0,0.0
2020-02-06,US,12.0,0.0,0.0
2020-02-06,United Arab Emirates,5.0,0.0,0.0
2020-02-06,Vietnam,10.0,0.0,1.0
2020-02-07,Australia,15.0,0.0,2.0
2020-02-07,Belgium,1.0,0.0,0.0
2020-02-07,Cambodia,1.0,0.0,0.0
2020-02-07,Canada,7.0,0.0,0.0
2020-02-07,Finland,1.0,0.0,0.0
2020-02-07,France,6.0,0.0,0.0
2020-02-07,Germany,13.0,0.0,0.0
2020-02-07,Hong Kong,25.0,1.0,0.0
2020-02-07,India,3.0,0.0,0.0
2020-02-07,Italy,3.0,0.0,0.0
2020-02-07,Japan,25.0,0.0,1.0
2020-02-07,Macau,10.0,0.0,1.0
2020-02-07,Mainland China,34075.0,717.0,1998.0
2020-02-07,Malaysia,12.0,0.0,1.0
2020-02-07,Nepal,1.0,0.0,0.0
2020-02-07,Others,61.0,0.0,0.0
2020-02-07,Philippines,3.0,1.0,0.0
2020-02-07,Russia,2.0,0.0,0.0
2020-02-07,Singapore,30.0,0.0,0.0
2020-02-07,South Korea,24.0,0.0,1.0
2020-02-07,Spain,1.0,0.0,0.0
2020-02-07,Sri Lanka,1.0,0.0,0.0
2020-02-07,Sweden,1.0,0.0,0.0
2020-02-07,Taiwan,16.0,0.0,1.0
2020-02-07,Thailand,25.0,0.0,5.0
2020-02-07,UK,3.0,0.0,0.0
2020-02-07,US,12.0,0.0,0.0
2020-02-07,United Arab Emirates,5.0,0.0,0.0
2020-02-07,Vietnam,10.0,0.0,1.0
2020-02-08,Australia,15.0,0.0,2.0
2020-02-08,Belgium,1.0,0.0,0.0
2020-02-08,Cambodia,1.0,0.0,0.0
2020-02-08,Canada,7.0,0.0,0.0
2020-02-08,Finland,1.0,0.0,0.0
2020-02-08,France,11.0,0.0,0.0
2020-02-08,Germany,13.0,0.0,0.0
2020-02-08,Hong Kong,26.0,1.0,0.0
2020-02-08,India,3.0,0.0,0.0
2020-02-08,Italy,3.0,0.0,0.0
2020-02-08,Japan,25.0,0.0,1.0
2020-02-08,Macau,10.0,0.0,1.0
2020-02-08,Mainland China,36778.0,804.0,2595.0
2020-02-08,Malaysia,16.0,0.0,1.0
2020-02-08,Nepal,1.0,0.0,0.0
2020-02-08,Others,61.0,0.0,0.0
2020-02-08,Philippines,3.0,1.0,0.0
2020-02-08,Russia,2.0,0.0,0.0
2020-02-08,Singapore,33.0,0.0,2.0
2020-02-08,South Korea,24.0,0.0,1.0
2020-02-08,Spain,1.0,0.0,0.0
2020-02-08,Sri Lanka,1.0,0.0,1.0
2020-02-08,Sweden,1.0,0.0,0.0
2020-02-08,Taiwan,17.0,0.0,1.0
2020-02-08,Thailand,32.0,0.0,10.0
2020-02-08,UK,3.0,0.0,0.0
2020-02-08,US,12.0,0.0,0.0
2020-02-08,United Arab Emirates,7.0,0.0,0.0
2020-02-08,Vietnam,13.0,0.0,1.0
2020-02-09,Australia,15.0,0.0,2.0
2020-02-09,Belgium,1.0,0.0,0.0
2020-02-09,Cambodia,1.0,0.0,0.0
2020-02-09,Canada,7.0,0.0,0.0
2020-02-09,Finland,1.0,0.0,0.0
2020-02-09,France,11.0,0.0,0.0
2020-02-09,Germany,14.0,0.0,0.0
2020-02-09,Hong Kong,29.0,1.0,0.0
2020-02-09,India,3.0,0.0,0.0
2020-02-09,Italy,3.0,0.0,0.0
2020-02-09,Japan,26.0,0.0,1.0
2020-02-09,Macau,10.0,0.0,1.0
2020-02-09,Mainland China,39790.0,904.0,3218.0
2020-02-09,Malaysia,16.0,0.0,1.0
2020-02-09,Nepal,1.0,0.0,0.0
2020-02-09,Others,64.0,0.0,0.0
2020-02-09,Philippines,3.0,1.0,0.0
2020-02-09,Russia,2.0,0.0,0.0
2020-02-09,Singapore,40.0,0.0,2.0
2020-02-09,South Korea,25.0,0.0,3.0
2020-02-09,Spain,2.0,0.0,0.0
2020-02-09,Sri Lanka,1.0,0.0,1.0
2020-02-09,Sweden,1.0,0.0,0.0
2020-02-09,Taiwan,18.0,0.0,1.0
2020-02-09,Thailand,32.0,0.0,10.0
2020-02-09,UK,3.0,0.0,0.0
2020-02-09,US,12.0,0.0,3.0
2020-02-09,United Arab Emirates,7.0,0.0,0.0
2020-02-09,Vietnam,13.0,0.0,1.0
2020-02-10,Australia,15.0,0.0,2.0
2020-02-10,Belgium,1.0,0.0,0.0
2020-02-10,Cambodia,1.0,0.0,0.0
2020-02-10,Canada,7.0,0.0,0.0
2020-02-10,Finland,1.0,0.0,0.0
2020-02-10,France,11.0,0.0,0.0
2020-02-10,Germany,14.0,0.0,0.0
2020-02-10,Hong Kong,38.0,1.0,0.0
2020-02-10,India,3.0,0.0,0.0
2020-02-10,Italy,3.0,0.0,0.0
2020-02-10,Japan,26.0,0.0,4.0
2020-02-10,Macau,10.0,0.0,1.0
2020-02-10,Mainland China,42306.0,1011.0,3917.0
2020-02-10,Malaysia,18.0,0.0,1.0
2020-02-10,Nepal,1.0,0.0,0.0
2020-02-10,Others,135.0,0.0,0.0
2020-02-10,Philippines,3.0,1.0,0.0
2020-02-10,Russia,2.0,0.0,0.0
2020-02-10,Singapore,45.0,0.0,2.0
2020-02-10,South Korea,27.0,0.0,3.0
2020-02-10,Spain,2.0,0.0,0.0
2020-02-10,Sri Lanka,1.0,0.0,1.0
2020-02-10,Sweden,1.0,0.0,0.0
2020-02-10,Taiwan,18.0,0.0,1.0
2020-02-10,Thailand,32.0,0.0,10.0
2020-02-10,UK,8.0,0.0,0.0
2020-02-10,US,12.0,0.0,3.0
2020-02-10,United Arab Emirates,8.0,0.0,0.0
2020-02-10,Vietnam,14.0,0.0,1.0
2020-02-11,Australia,15.0,0.0,2.0
2020-02-11,Belgium,1.0,0.0,0.0
2020-02-11,Cambodia,1.0,0.0,0.0
2020-02-11,Canada,7.0,0.0,0.0
2020-02-11,Finland,1.0,0.0,0.0
2020-02-11,France,11.0,0.0,0.0
2020-02-11,Germany,16.0,0.0,0.0
2020-02-11,Hong Kong,49.0,1.0,0.0
2020-02-11,India,3.0,0.0,0.0
2020-02-11,Italy,3.0,0.0,0.0
2020-02-11,Japan,26.0,0.0,9.0
2020-02-11,Macau,10.0,0.0,1.0
2020-02-11,Mainland China,44327.0,1111.0,4635.0
2020-02-11,Malaysia,18.0,0.0,3.0
2020-02-11,Nepal,1.0,0.0,0.0
2020-02-11,Others,135.0,0.0,0.0
2020-02-11,Philippines,3.0,1.0,0.0
2020-02-11,Russia,2.0,0.0,0.0
2020-02-11,Singapore,47.0,0.0,9.0
2020-02-11,South Korea,28.0,0.0,3.0
2020-02-11,Spain,2.0,0.0,0.0
2020-02-11,Sri Lanka,1.0,0.0,1.0
2020-02-11,Sweden,1.0,0.0,0.0
2020-02-11,Taiwan,18.0,0.0,1.0
2020-02-11,Thailand,33.0,0.0,10.0
2020-02-11,UK,8.0,0.0,0.0
2020-02-11,US,13.0,0.0,3.0
2020-02-11,United Arab Emirates,8.0,0.0,0.0
2020-02-11,Vietnam,15.0,0.0,6.0
2020-02-12,Australia,15.0,0.0,2.0
2020-02-12,Belgium,1.0,0.0,0.0
2020-02-12,Cambodia,1.0,0.0,1.0
2020-02-12,Canada,7.0,0.0,1.0
2020-02-12,Finland,1.0,0.0,1.0
2020-02-12,France,11.0,0.0,2.0
2020-02-12,Germany,16.0,0.0,0.0
2020-02-12,Hong Kong,50.0,1.0,1.0
2020-02-12,India,3.0,0.0,0.0
2020-02-12,Italy,3.0,0.0,0.0
2020-02-12,Japan,28.0,0.0,9.0
2020-02-12,Macau,10.0,0.0,2.0
2020-02-12,Mainland China,44699.0,1116.0,5079.0
2020-02-12,Malaysia,18.0,0.0,3.0
2020-02-12,Nepal,1.0,0.0,1.0
2020-02-12,Others,175.0,0.0,0.0
2020-02-12,Philippines,3.0,1.0,1.0
2020-02-12,Russia,2.0,0.0,2.0
2020-02-12,Singapore,50.0,0.0,15.0
2020-02-12,South Korea,28.0,0.0,7.0
2020-02-12,Spain,2.0,0.0,0.0
2020-02-12,Sri Lanka,1.0,0.0,1.0
2020-02-12,Sweden,1.0,0.0,0.0
2020-02-12,Taiwan,18.0,0.0,1.0
2020-02-12,Thailand,33.0,0.0,10.0
2020-02-12,UK,9.0,0.0,1.0
2020-02-12,US,13.0,0.0,3.0
2020-02-12,United Arab Emirates,8.0,0.0,1.0
2020-02-12,Vietnam,15.0,0.0,6.0
2020-02-13,Australia,15.0,0.0,8.0
2020-02-13,Belgium,1.0,0.0,0.0
2020-02-13,Cambodia,1.0,0.0,1.0
2020-02-13,Canada,7.0,0.0,1.0
2020-02-13,Finland,1.0,0.0,1.0
2020-02-13,France,11.0,0.0,2.0
2020-02-13,Germany,16.0,0.0,1.0
2020-02-13,Hong Kong,53.0,1.0,1.0
2020-02-13,India,3.0,0.0,0.0
2020-02-13,Italy,3.0,0.0,0.0
2020-02-13,Japan,28.0,1.0,9.0
2020-02-13,Macau,10.0,0.0,3.0
2020-02-13,Mainland China,59832.0,1368.0,6213.0
2020-02-13,Malaysia,19.0,0.0,3.0
2020-02-13,Nepal,1.0,0.0,1.0
2020-02-13,Others,175.0,0.0,0.0
2020-02-13,Philippines,3.0,1.0,1.0
2020-02-13,Russia,2.0,0.0,2.0
2020-02-13,Singapore,58.0,0.0,15.0
2020-02-13,South Korea,28.0,0.0,7.0
2020-02-13,Spain,2.0,0.0,0.0
2020-02-13,Sri Lanka,1.0,0.0,1.0
2020-02-13,Sweden,1.0,0.0,0.0
2020-02-13,Taiwan,18.0,0.0,1.0
2020-02-13,Thailand,33.0,0.0,12.0
2020-02-13,UK,9.0,0.0,1.0
2020-02-13,US,15.0,0.0,3.0
2020-02-13,United Arab Emirates,8.0,0.0,1.0
2020-02-13,Vietnam,16.0,0.0,7.0
2020-02-14,Australia,15.0,0.0,8.0
2020-02-14,Belgium,1.0,0.0,0.0
2020-02-14,Cambodia,1.0,0.0,1.0
2020-02-14,Canada,7.0,0.0,1.0
2020-02-14,Egypt,1.0,0.0,0.0
2020-02-14,Finland,1.0,0.0,1.0
2020-02-14,France,11.0,0.0,2.0
2020-02-14,Germany,16.0,0.0,1.0
2020-02-14,Hong Kong,56.0,1.0,1.0
2020-02-14,India,3.0,0.0,0.0
2020-02-14,Italy,3.0,0.0,0.0
2020-02-14,Japan,29.0,1.0,9.0
2020-02-14,Macau,10.0,0.0,3.0
2020-02-14,Mainland China,66292.0,1520.0,7973.0
2020-02-14,Malaysia,19.0,0.0,3.0
2020-02-14,Nepal,1.0,0.0,1.0
2020-02-14,Others,218.0,0.0,0.0
2020-02-14,Philippines,3.0,1.0,1.0
2020-02-14,Russia,2.0,0.0,2.0
2020-02-14,Singapore,67.0,0.0,17.0
2020-02-14,South Korea,28.0,0.0,7.0
2020-02-14,Spain,2.0,0.0,0.0
2020-02-14,Sri Lanka,1.0,0.0,1.0
2020-02-14,Sweden,1.0,0.0,0.0
2020-02-14,Taiwan,18.0,0.0,2.0
2020-02-14,Thailand,33.0,0.0,12.0
2020-02-14,UK,9.0,0.0,1.0
2020-02-14,US,15.0,0.0,3.0
2020-02-14,United Arab Emirates,8.0,0.0,1.0
2020-02-14,Vietnam,16.0,0.0,7.0
2020-02-15,Australia,15.0,0.0,8.0
2020-02-15,Belgium,1.0,0.0,0.0
2020-02-15,Cambodia,1.0,0.0,1.0
2020-02-15,Canada,7.0,0.0,1.0
2020-02-15,Egypt,1.0,0.0,0.0
2020-02-15,Finland,1.0,0.0,1.0
2020-02-15,France,12.0,1.0,4.0
2020-02-15,Germany,16.0,0.0,1.0
2020-02-15,Hong Kong,56.0,1.0,1.0
2020-02-15,India,3.0,0.0,0.0
2020-02-15,Italy,3.0,0.0,0.0
2020-02-15,Japan,43.0,1.0,12.0
2020-02-15,Macau,10.0,0.0,3.0
2020-02-15,Mainland China,68347.0,1662.0,9294.0
2020-02-15,Malaysia,22.0,0.0,7.0
2020-02-15,Nepal,1.0,0.0,1.0
2020-02-15,Others,285.0,0.0,0.0
2020-02-15,Philippines,3.0,1.0,1.0
2020-02-15,Russia,2.0,0.0,2.0
